Division Name,pincode,district,statename
Sitapur ,261401,SITAPUR,UTTAR PRADESH
Sitapur ,261404,SITAPUR,UTTAR PRADESH
Sitapur ,261204,SITAPUR,UTTAR PRADESH
Sitapur ,261205,SITAPUR,UTTAR PRADESH
Sitapur ,261206,SITAPUR,UTTAR PRADESH
Sitapur ,261303,SITAPUR,UTTAR PRADESH
Sitapur ,261136,SITAPUR,UTTAR PRADESH
Sitapur ,261207,SITAPUR,UTTAR PRADESH
Sitapur ,261208,SITAPUR,UTTAR PRADESH
Sultanpur ,227405,Amethi,UTTAR PRADESH
Sultanpur ,228171,SULTANPUR,UTTAR PRADESH
Sultanpur ,227805,Amethi,UTTAR PRADESH
Sultanpur ,228121,SULTANPUR,UTTAR PRADESH
Sultanpur ,227814,SULTANPUR,UTTAR PRADESH
Sultanpur ,228120,SULTANPUR,UTTAR PRADESH
Sultanpur ,227806,SULTANPUR,UTTAR PRADESH
Sultanpur ,228133,SULTANPUR,UTTAR PRADESH
Sultanpur ,227406,Amethi,UTTAR PRADESH
Sultanpur ,227304,SULTANPUR,UTTAR PRADESH
Sultanpur ,227407,Amethi,UTTAR PRADESH
Sultanpur ,227408,Amethi,UTTAR PRADESH
Sultanpur ,228131,SULTANPUR,UTTAR PRADESH
Sultanpur ,228125,SULTANPUR,UTTAR PRADESH
Sultanpur ,227801,Amethi,UTTAR PRADESH
Sultanpur ,227409,Amethi,UTTAR PRADESH
Sultanpur ,228119,SULTANPUR,UTTAR PRADESH
Sultanpur ,227412,Amethi,UTTAR PRADESH
Sultanpur ,227815,SULTANPUR,UTTAR PRADESH
Sultanpur ,227808,SULTANPUR,UTTAR PRADESH
Sultanpur ,227809,Amethi,UTTAR PRADESH
Sultanpur ,228141,SULTANPUR,UTTAR PRADESH
Sultanpur ,228145,SULTANPUR,UTTAR PRADESH
Sultanpur ,228151,SULTANPUR,UTTAR PRADESH
Sultanpur ,228155,SULTANPUR,UTTAR PRADESH
Sultanpur ,222302,SULTANPUR,UTTAR PRADESH
Sultanpur ,222303,SULTANPUR,UTTAR PRADESH
Sultanpur ,228142,SULTANPUR,UTTAR PRADESH
Shahjahanpur ,242221,SHAHJAHANPUR,UTTAR PRADESH
Bareilly ,262123,PILIBHIT,UTTAR PRADESH
Shahjahanpur ,242223,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242303,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242305,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242405,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242301,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242407,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242401,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242306,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242406,SHAHJAHANPUR,UTTAR PRADESH
Shahjahanpur ,242307,SHAHJAHANPUR,UTTAR PRADESH
Azamgarh ,223221,AZAMGARH,UTTAR PRADESH
Azamgarh ,276124,AZAMGARH,UTTAR PRADESH
Azamgarh ,223222,AZAMGARH,UTTAR PRADESH
Azamgarh ,223223,AZAMGARH,UTTAR PRADESH
Azamgarh ,276125,AZAMGARH,UTTAR PRADESH
Azamgarh ,276126,AZAMGARH,UTTAR PRADESH
Azamgarh ,276301,AZAMGARH,UTTAR PRADESH
Azamgarh ,276127,AZAMGARH,UTTAR PRADESH
Azamgarh ,276121,AZAMGARH,UTTAR PRADESH
Azamgarh ,276128,AZAMGARH,UTTAR PRADESH
Azamgarh ,276201,AZAMGARH,UTTAR PRADESH
Azamgarh ,223224,AZAMGARH,UTTAR PRADESH
Azamgarh ,276302,AZAMGARH,UTTAR PRADESH
Azamgarh ,276131,AZAMGARH,UTTAR PRADESH
Azamgarh ,276142,AZAMGARH,UTTAR PRADESH
Azamgarh ,276202,AZAMGARH,UTTAR PRADESH
Azamgarh ,276136,AZAMGARH,UTTAR PRADESH
Azamgarh ,276137,AZAMGARH,UTTAR PRADESH
Azamgarh ,223225,AZAMGARH,UTTAR PRADESH
Azamgarh ,276203,AZAMGARH,UTTAR PRADESH
Azamgarh ,276204,AZAMGARH,UTTAR PRADESH
Azamgarh ,276205,AZAMGARH,UTTAR PRADESH
Azamgarh ,276404,AZAMGARH,UTTAR PRADESH
Azamgarh ,276206,AZAMGARH,UTTAR PRADESH
Azamgarh ,276288,AZAMGARH,UTTAR PRADESH
Azamgarh ,276304,AZAMGARH,UTTAR PRADESH
Azamgarh ,276207,AZAMGARH,UTTAR PRADESH
Azamgarh ,276122,AZAMGARH,UTTAR PRADESH
Azamgarh ,276138,AZAMGARH,UTTAR PRADESH
Azamgarh ,223227,AZAMGARH,UTTAR PRADESH
Azamgarh ,276305,AZAMGARH,UTTAR PRADESH
Azamgarh ,276123,AZAMGARH,UTTAR PRADESH
Azamgarh ,276303,AZAMGARH,UTTAR PRADESH
Azamgarh ,276208,AZAMGARH,UTTAR PRADESH
Azamgarh ,275301,MAU,UTTAR PRADESH
Azamgarh ,275302,MAU,UTTAR PRADESH
Azamgarh ,276129,MAU,UTTAR PRADESH
Azamgarh ,275303,MAU,UTTAR PRADESH
Azamgarh ,221601,MAU,UTTAR PRADESH
Azamgarh ,275304,MAU,UTTAR PRADESH
Azamgarh ,221705,MAU,UTTAR PRADESH
Azamgarh ,275105,MAU,UTTAR PRADESH
Azamgarh ,276402,MAU,UTTAR PRADESH
Azamgarh ,275305,MAU,UTTAR PRADESH
Azamgarh ,275103,MAU,UTTAR PRADESH
Azamgarh ,221603,MAU,UTTAR PRADESH
Azamgarh ,221602,MAU,UTTAR PRADESH
Azamgarh ,276403,MAU,UTTAR PRADESH
Azamgarh ,221706,MAU,UTTAR PRADESH
Azamgarh ,275307,MAU,UTTAR PRADESH
Azamgarh ,276306,MAU,UTTAR PRADESH
Bahraich ,271825,BAHRAICH,UTTAR PRADESH
Bahraich ,271831,SHRAVASTI,UTTAR PRADESH
Bahraich ,271806,BAHRAICH,UTTAR PRADESH
Bahraich ,271870,BAHRAICH,UTTAR PRADESH
Bahraich ,271902,BAHRAICH,UTTAR PRADESH
Bahraich ,271835,SHRAVASTI,UTTAR PRADESH
Bahraich ,271872,BAHRAICH,UTTAR PRADESH
Bahraich ,271845,SHRAVASTI,UTTAR PRADESH
Bahraich ,271904,BAHRAICH,UTTAR PRADESH
Bahraich ,271903,BAHRAICH,UTTAR PRADESH
Bahraich ,271802,BAHRAICH,UTTAR PRADESH
Bahraich ,271851,BAHRAICH,UTTAR PRADESH
Bahraich ,271804,SHRAVASTI,UTTAR PRADESH
Bahraich ,271824,BAHRAICH,UTTAR PRADESH
Bahraich ,271882,BAHRAICH,UTTAR PRADESH
Bahraich ,271855,BAHRAICH,UTTAR PRADESH
Bahraich ,271865,BAHRAICH,UTTAR PRADESH
Bahraich ,271871,BAHRAICH,UTTAR PRADESH
Bahraich ,271875,BAHRAICH,UTTAR PRADESH
Bahraich ,271881,BAHRAICH,UTTAR PRADESH
Bahraich ,271841,BAHRAICH,UTTAR PRADESH
Bahraich ,271830,BAHRAICH,UTTAR PRADESH
Bahraich ,271805,SHRAVASTI,UTTAR PRADESH
Bahraich ,271840,SHRAVASTI,UTTAR PRADESH
Ballia ,277402,BALLIA,UTTAR PRADESH
Ballia ,277203,BALLIA,UTTAR PRADESH
Ballia ,277401,BALLIA,UTTAR PRADESH
Ballia ,277204,BALLIA,UTTAR PRADESH
Ballia ,277302,BALLIA,UTTAR PRADESH
Ballia ,277219,BALLIA,UTTAR PRADESH
Ballia ,277216,BALLIA,UTTAR PRADESH
Ballia ,277403,BALLIA,UTTAR PRADESH
Ballia ,277207,BALLIA,UTTAR PRADESH
Ballia ,221717,BALLIA,UTTAR PRADESH
Ballia ,277208,BALLIA,UTTAR PRADESH
Ballia ,277123,BALLIA,UTTAR PRADESH
Ballia ,277209,BALLIA,UTTAR PRADESH
Ballia ,277211,BALLIA,UTTAR PRADESH
Ballia ,277303,BALLIA,UTTAR PRADESH
Ballia ,277304,BALLIA,UTTAR PRADESH
Ballia ,221712,BALLIA,UTTAR PRADESH
Ballia ,221715,BALLIA,UTTAR PRADESH
Ballia ,221701,BALLIA,UTTAR PRADESH
Ballia ,221713,BALLIA,UTTAR PRADESH
Ballia ,221709,BALLIA,UTTAR PRADESH
Ballia ,277121,BALLIA,UTTAR PRADESH
Ballia ,221718,BALLIA,UTTAR PRADESH
Ballia ,221716,BALLIA,UTTAR PRADESH
Ballia ,277501,BALLIA,UTTAR PRADESH
Ballia ,221711,BALLIA,UTTAR PRADESH
Ballia ,277502,BALLIA,UTTAR PRADESH
Ballia ,277503,BALLIA,UTTAR PRADESH
Basti ,272201,SIDDHARTH NAGAR,UTTAR PRADESH
Basti ,272195,SIDDHARTH NAGAR,UTTAR PRADESH
Basti ,272202,SIDDHARTH NAGAR,UTTAR PRADESH
Basti ,272152,SANT KABEER NAGAR,UTTAR PRADESH
Bilaspur ,495677,KORBA,CHHATTISGARH
Bilaspur ,495682,KORBA,CHHATTISGARH
Bilaspur ,495686,JANJGIR-CHAMPA,CHHATTISGARH
Durg ,490025,DURG,CHHATTISGARH
Durg ,491331,BEMETARA,CHHATTISGARH
Durg ,490026,DURG,CHHATTISGARH
Durg ,490023,DURG,CHHATTISGARH
Durg ,490001,DURG,CHHATTISGARH
SURGUJA ,497451,KOREA,CHHATTISGARH
SURGUJA ,497553,KOREA,CHHATTISGARH
SURGUJA ,497442,KOREA,CHHATTISGARH
SURGUJA ,497557,KOREA,CHHATTISGARH
SURGUJA ,497773,KOREA,CHHATTISGARH
Raigarh ,496450,RAIGARH,CHHATTISGARH
Raipur ,493332,BALODA BAZAR,CHHATTISGARH
Raipur ,492001,RAIPUR,CHHATTISGARH
Raipur ,492002,RAIPUR,CHHATTISGARH
Raipur ,492099,RAIPUR,CHHATTISGARH
Raipur ,492017,RAIPUR,CHHATTISGARH
Raipur ,492018,RAIPUR,CHHATTISGARH
Delhi East ,110032,SHAHDARA,DELHI
Delhi East ,110095,SHAHDARA,DELHI
Delhi East ,110093,NORTH EAST,DELHI
Delhi East ,110051,SHAHDARA,DELHI
Delhi East ,110091,EAST,DELHI
Delhi East ,110092,EAST,DELHI
Delhi North ,110007,NORTH WEST,DELHI
Delhi North ,110007,NORTH,DELHI
Delhi North ,110009,NORTH,DELHI
Delhi North ,110035,NORTH WEST,DELHI
Delhi North ,110034,NORTH WEST,DELHI
Delhi North ,110056,NORTH WEST,DELHI
Delhi North ,110086,NORTH WEST,DELHI
Delhi North ,110085,NORTH WEST,DELHI
Delhi North ,110084,CENTRAL,DELHI
Delhi North ,110110,NORTH WEST,DELHI
Delhi North ,110006,NORTH,DELHI
New Delhi Central ,110001,NEW DELHI,DELHI
New Delhi Central ,110002,CENTRAL,DELHI
New Delhi Central ,110004,NEW DELHI,DELHI
New Delhi Central ,110069,NEW DELHI,DELHI
New Delhi Central ,110055,CENTRAL,DELHI
New Delhi Central ,110005,CENTRAL,DELHI
New Delhi Central ,110008,WEST,DELHI
New Delhi Central ,110012,WEST,DELHI
New Delhi South ,110020,South East,DELHI
New Delhi South ,110062,SOUTH,DELHI
New Delhi South ,110048,SOUTH,DELHI
New Delhi South ,110024,South East,DELHI
New Delhi South ,110003,South East,DELHI
New Delhi South ,110013,South East,DELHI
New Delhi South ,110014,SOUTH,DELHI
New Delhi South ,110024,SOUTH,DELHI
New Delhi South ,110017,SOUTH,DELHI
New Delhi South West ,110037,NEW DELHI,DELHI
New Delhi South West ,110023,NEW DELHI,DELHI
New Delhi South West ,110022,NEW DELHI,DELHI
New Delhi West ,110078,SOUTH WEST,DELHI
New Delhi West ,110018,WEST,DELHI
New Delhi West ,110064,WEST,DELHI
New Delhi West ,110058,WEST,DELHI
New Delhi West ,110041,WEST,DELHI
New Delhi West ,110027,WEST,DELHI
New Delhi West ,110087,WEST,DELHI
New Delhi West ,110059,WEST,DELHI
Ahmedabad City ,380019,AHMADABAD,GUJARAT
Ahmedabad City ,380013,AHMADABAD,GUJARAT
Ahmedabad City ,380016,AHMADABAD,GUJARAT
Ahmedabad City ,380024,AHMADABAD,GUJARAT
Ahmedabad City ,380004,AHMADABAD,GUJARAT
Ahmedabad City ,380002,AHMADABAD,GUJARAT
Ahmedabad City ,380021,AHMADABAD,GUJARAT
Ahmedabad City ,380023,AHMADABAD,GUJARAT
Ahmedabad City ,382350,AHMADABAD,GUJARAT
Ahmedabad City ,380026,AHMADABAD,GUJARAT
Ahmedabad City ,380001,AHMADABAD,GUJARAT
Banaskantha ,385135,BANAS KANTHA,GUJARAT
Gandhinagar ,382021,GANDHINAGAR,GUJARAT
Gandhinagar ,382016,GANDHINAGAR,GUJARAT
Gandhinagar ,382028,GANDHINAGAR,GUJARAT
Gandhinagar ,382007,GANDHINAGAR,GUJARAT
Ahmedabad City ,382470,AHMADABAD,GUJARAT
Gandhinagar ,382640,GANDHINAGAR,GUJARAT
Mahesana ,384470,MAHESANA,GUJARAT
Mahesana ,384421,MAHESANA,GUJARAT
Mahesana ,384530,MAHESANA,GUJARAT
Mahesana ,384435,MAHESANA,GUJARAT
Mahesana ,384550,MAHESANA,GUJARAT
Mahesana ,384320,MAHESANA,GUJARAT
Mahesana ,384160,MAHESANA,GUJARAT
Patan ,384229,PATAN,GUJARAT
Sabarkantha ,383006,SABAR KANTHA,GUJARAT
Sabarkantha ,383421,SABAR KANTHA,GUJARAT
Sabarkantha ,383307,ARVALLI,GUJARAT
Amreli ,365635,AMRELI,GUJARAT
Bhavnagar ,364004,BHAVNAGAR,GUJARAT
Bhavnagar ,364001,BHAVNAGAR,GUJARAT
Bhavnagar ,364006,BHAVNAGAR,GUJARAT
Gondal ,360460,RAJKOT,GUJARAT
Gondal ,360325,RAJKOT,GUJARAT
Jamnagar ,361003,JAMNAGAR,GUJARAT
Jamnagar ,360520,JAMNAGAR,GUJARAT
Jamnagar ,361001,JAMNAGAR,GUJARAT
Jamnagar ,361142,JAMNAGAR,GUJARAT
Junagadh ,362037,JUNAGADH,GUJARAT
Junagadh ,362001,JUNAGADH,GUJARAT
Junagadh ,362275,GIR SOMNATH,GUJARAT
Kutch ,370490,KACHCHH,GUJARAT
Porbandar ,360578,PORBANDAR,GUJARAT
Porbandar ,362226,JUNAGADH,GUJARAT
Rajkot ,360022,RAJKOT,GUJARAT
Rajkot ,360001,RAJKOT,GUJARAT
Rajkot ,363643,MORBI,GUJARAT
Surendranagar ,363780,SURENDRANAGAR,GUJARAT
Anand ,388543,ANAND,GUJARAT
Anand ,388325,ANAND,GUJARAT
Anand ,388235,KHEDA,GUJARAT
Anand ,388350,ANAND,GUJARAT
Bardoli ,394140,SURAT,GUJARAT
Bardoli ,394190,SURAT,GUJARAT
Bardoli ,394720,DANG,GUJARAT
Bardoli ,394601,SURAT,GUJARAT
Bardoli ,394170,SURAT,GUJARAT
Bharuch ,393017,BHARUCH,GUJARAT
Bharuch ,393105,BHARUCH,GUJARAT
Bharuch ,394810,BHARUCH,GUJARAT
Bharuch ,392165,BHARUCH,GUJARAT
Bharuch ,394115,BHARUCH,GUJARAT
Bharuch ,392180,BHARUCH,GUJARAT
Bharuch ,392001,BHARUCH,GUJARAT
Bharuch ,392011,BHARUCH,GUJARAT
Kheda ,387305,KHEDA,GUJARAT
Kheda ,387001,KHEDA,GUJARAT
Kheda ,387220,ANAND,GUJARAT
Kheda ,388465,ANAND,GUJARAT
Kheda ,388570,ANAND,GUJARAT
Kheda ,387003,KHEDA,GUJARAT
Navsari ,396463,NAVSARI,GUJARAT
Surat ,395017,SURAT,GUJARAT
Surat ,395001,SURAT,GUJARAT
Surat ,394221,SURAT,GUJARAT
Surat ,395007,SURAT,GUJARAT
Surat ,395008,SURAT,GUJARAT
Surat ,394410,SURAT,GUJARAT
Surat ,395011,SURAT,GUJARAT
Surat ,395003,SURAT,GUJARAT
Vadodara East ,390022,VADODARA,GUJARAT
Vadodara West ,390012,VADODARA,GUJARAT
Vadodara West ,391320,VADODARA,GUJARAT
Vadodara West ,391101,VADODARA,GUJARAT
Vadodara West ,391745,VADODARA,GUJARAT
Valsad ,396240,VALSAD,GUJARAT
Valsad ,396220,DAMAN,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU
Valsad ,396235,DADRA AND NAGAR HAVELI,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU
Valsad ,396180,VALSAD,GUJARAT
Valsad ,396001,VALSAD,GUJARAT
Ambala ,134003,AMBALA,HARYANA
Ambala ,134107,PANCHKULA,HARYANA
Ambala ,134103,PANCHKULA,HARYANA
Ambala ,134201,AMBALA,HARYANA
Ambala ,134113,PANCHKULA,HARYANA
Ambala ,133005,AMBALA,HARYANA
Ambala ,133102,AMBALA,HARYANA
Ambala ,133207,AMBALA,HARYANA
Ambala ,133001,AMBALA,HARYANA
Ambala ,135003,YAMUNANAGAR,HARYANA
Ambala ,133206,YAMUNANAGAR,HARYANA
Ambala ,135001,YAMUNANAGAR,HARYANA
Bhiwani ,127045,BHIWANI,HARYANA
Bhiwani ,127027,BHIWANI,HARYANA
Bhiwani ,127021,BHIWANI,HARYANA
Bhiwani ,127035,BHIWANI,HARYANA
Faridabad ,121002,FARIDABAD,HARYANA
Faridabad ,121007,FARIDABAD,HARYANA
Faridabad ,121008,FARIDABAD,HARYANA
Faridabad ,121107,PALWAL,HARYANA
Faridabad ,121010,FARIDABAD,HARYANA
Faridabad ,121999,NA,NA
Gurgaon ,122001,GURUGRAM,HARYANA
Gurgaon ,122010,GURUGRAM,HARYANA
Gurgaon ,122009,GURUGRAM,HARYANA
Gurgaon ,122017,GURUGRAM,HARYANA
Bhiwani ,123021,MAHENDRAGARH,HARYANA
Hissar ,125011,HISAR,HARYANA
Hissar ,125054,SIRSA,HARYANA
Hissar ,125077,SIRSA,HARYANA
Karnal ,132103,PANIPAT,HARYANA
Kurukshetra ,136044,KAITHAL,HARYANA
Kurukshetra ,136118,KURUKSHETRA,HARYANA
Rohtak ,124106,JHAJJAR,HARYANA
Rohtak ,124001,ROHTAK,HARYANA
Rohtak ,124513,ROHTAK,HARYANA
Sonepat ,131021,SONIPAT,HARYANA
Sonepat ,131103,SONIPAT,HARYANA
Chamba ,176310,CHAMBA,HIMACHAL PRADESH
Chamba ,176317,CHAMBA,HIMACHAL PRADESH
Dehra Gopipur ,177106,KANGRA,HIMACHAL PRADESH
Dehra Gopipur ,176033,KANGRA,HIMACHAL PRADESH
Dehra Gopipur ,176002,KANGRA,HIMACHAL PRADESH
Dharamsala ,176204,KANGRA,HIMACHAL PRADESH
Dharamsala ,176218,KANGRA,HIMACHAL PRADESH
Dharamsala ,176203,KANGRA,HIMACHAL PRADESH
Dharamsala ,176077,KANGRA,HIMACHAL PRADESH
Hamirpur ,176048,HAMIRPUR,HIMACHAL PRADESH
Hamirpur ,174030,BILASPUR,HIMACHAL PRADESH
Hamirpur ,177601,HAMIRPUR,HIMACHAL PRADESH
Mandi ,175104,KULLU,HIMACHAL PRADESH
Mandi ,175037,MANDI,HIMACHAL PRADESH
Mandi ,175027,MANDI,HIMACHAL PRADESH
Mandi ,175039,MANDI,HIMACHAL PRADESH
Rampur Bushahr ,172028,SHIMLA,HIMACHAL PRADESH
Rampur Bushahr ,172102,SHIMLA,HIMACHAL PRADESH
Rampur Bushahr ,172105,KINNAUR,HIMACHAL PRADESH
Rampur Bushahr ,172116,KINNAUR,HIMACHAL PRADESH
Shimla ,171002,SHIMLA,HIMACHAL PRADESH
Shimla ,171019,SHIMLA,HIMACHAL PRADESH
Shimla ,171008,SHIMLA,HIMACHAL PRADESH
Shimla ,171203,SHIMLA,HIMACHAL PRADESH
Shimla ,171015,SHIMLA,HIMACHAL PRADESH
Solan ,173221,SOLAN,HIMACHAL PRADESH
Solan ,173204,SOLAN,HIMACHAL PRADESH
Solan ,173223,SOLAN,HIMACHAL PRADESH
Solan ,173220,SOLAN,HIMACHAL PRADESH
Solan ,173214,SOLAN,HIMACHAL PRADESH
Solan ,173236,SOLAN,HIMACHAL PRADESH
Una ,177213,UNA,HIMACHAL PRADESH
Una ,177031,UNA,HIMACHAL PRADESH
Jammu ,180015,JAMMU,JAMMU AND KASHMIR
Jammu ,181145,SAMBA,JAMMU AND KASHMIR
Jammu ,180009,JAMMU,JAMMU AND KASHMIR
Jammu ,181124,JAMMU,JAMMU AND KASHMIR
Jammu ,180005,JAMMU,JAMMU AND KASHMIR
Jammu ,180001,JAMMU,JAMMU AND KASHMIR
Jammu ,181208,JAMMU,JAMMU AND KASHMIR
Jammu ,184145,KATHUA,JAMMU AND KASHMIR
Leh ,194401,LEH LADAKH,LADAKH
Srinagar ,192304,PULWAMA,JAMMU AND KASHMIR
Srinagar ,192126,ANANTNAG,JAMMU AND KASHMIR
Srinagar ,190019,SRINAGAR,JAMMU AND KASHMIR
Srinagar ,190015,SRINAGAR,JAMMU AND KASHMIR
Srinagar ,190009,SRINAGAR,JAMMU AND KASHMIR
Srinagar ,191132,Budgam,JAMMU AND KASHMIR
Srinagar ,190002,SRINAGAR,JAMMU AND KASHMIR
Srinagar ,190007,Budgam,JAMMU AND KASHMIR
Srinagar ,191131,GANDERBAL,JAMMU AND KASHMIR
Udhampur ,182312,REASI,JAMMU AND KASHMIR
Udhampur ,182320,REASI,JAMMU AND KASHMIR
Dhanbad ,827014,BOKARO,JHARKHAND
Dhanbad ,828103,DHANBAD,JHARKHAND
Dhanbad ,828112,DHANBAD,JHARKHAND
Dhanbad ,827012,BOKARO,JHARKHAND
Dhanbad ,826005,DHANBAD,JHARKHAND
Dhanbad ,828302,DHANBAD,JHARKHAND
Dhanbad ,826001,DHANBAD,JHARKHAND
Dhanbad ,828106,DHANBAD,JHARKHAND
Dhanbad ,826004,DHANBAD,JHARKHAND
Dhanbad ,828127,DHANBAD,JHARKHAND
Dhanbad ,826011,DHANBAD,JHARKHAND
Giridih ,828404,BOKARO,JHARKHAND
Giridih ,815301,GIRIDIH,JHARKHAND
Giridih ,829111,BOKARO,JHARKHAND
Giridih ,815315,GIRIDIH,JHARKHAND
Giridih ,829128,BOKARO,JHARKHAND
Giridih ,829129,BOKARO,JHARKHAND
Hazaribagh ,825326,RAMGARH,JHARKHAND
Hazaribagh ,829135,RAMGARH,JHARKHAND
Hazaribagh ,829130,RAMGARH,JHARKHAND
Hazaribagh ,829125,RAMGARH,JHARKHAND
Hazaribagh ,829133,RAMGARH,JHARKHAND
Hazaribagh ,825330,RAMGARH,JHARKHAND
Palamau ,829208,RANCHI,JHARKHAND
Palamau ,822120,PALAMU,JHARKHAND
Ranchi ,834002,RANCHI,JHARKHAND
Ranchi ,834007,RANCHI,JHARKHAND
Ranchi ,834001,RANCHI,JHARKHAND
Ranchi ,834008,RANCHI,JHARKHAND
Ranchi ,834013,RANCHI,JHARKHAND
B.Deoghar ,814120,DEOGHAR,JHARKHAND
Santhal Parganas ,816120,SAHEBGANJ,JHARKHAND
Santhal Parganas ,814101,DUMKA,JHARKHAND
Singhbhum ,833101,SARAIKELA KHARSAWAN,JHARKHAND
Singhbhum ,833212,WEST SINGHBHUM,JHARKHAND
Singhbhum ,833223,WEST SINGHBHUM,JHARKHAND
Singhbhum ,832109,SARAIKELA KHARSAWAN,JHARKHAND
Singhbhum ,831007,EAST SINGHBUM,JHARKHAND
Singhbhum ,832108,SARAIKELA KHARSAWAN,JHARKHAND
Singhbhum ,831006,EAST SINGHBUM,JHARKHAND
Singhbhum ,832103,EAST SINGHBUM,JHARKHAND
Bengaluru East ,560007,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560103,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560008,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560075,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560016,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560087,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560024,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560094,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560032,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560119,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560045,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560043,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560025,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560005,BENGALURU URBAN,KARNATAKA
Bengaluru East ,560001,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560030,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560002,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560053,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560026,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560060,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560034,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560098,NA,NA
Bengaluru South ,560029,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560085,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560078,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560070,BENGALURU URBAN,KARNATAKA
Bengaluru South ,560050,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560107,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560090,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560013,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560073,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560054,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560021,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560040,BENGALURU URBAN,KARNATAKA
Bengaluru West ,560072,BENGALURU URBAN,KARNATAKA
Channapatna ,562125,BENGALURU URBAN,KARNATAKA
Channapatna ,562129,BENGALURU RURAL,KARNATAKA
Channapatna ,562132,BENGALURU RURAL,KARNATAKA
Bagalkot ,587102,BAGALKOT,KARNATAKA
Bagalkot ,587156,BAGALKOT,KARNATAKA
Bagalkot ,587312,BAGALKOT,KARNATAKA
Bagalkot ,587314,BAGALKOT,KARNATAKA
Belagavi ,590010,BELAGAVI,KARNATAKA
Belagavi ,590003,BELAGAVI,KARNATAKA
Belagavi ,590016,BELAGAVI,KARNATAKA
Belagavi ,591143,BELAGAVI,KARNATAKA
Belagavi ,590006,BELAGAVI,KARNATAKA
Belagavi ,591110,BELAGAVI,KARNATAKA
Ballari ,583104,BALLARI,KARNATAKA
Ballari ,583101,BALLARI,KARNATAKA
Ballari ,583115,BALLARI,KARNATAKA
Ballari ,583127,VIJAYNAGAR,KARNATAKA
Ballari ,583225,VIJAYNAGAR,KARNATAKA
Chikodi ,591315,BELAGAVI,KARNATAKA
Dharwad ,580008,DHARWAD,KARNATAKA
Dharwad ,581107,DHARWAD,KARNATAKA
Dharwad ,580020,DHARWAD,KARNATAKA
Dharwad ,580032,DHARWAD,KARNATAKA
Dharwad ,581196,DHARWAD,KARNATAKA
Gadag ,582111,GADAG,KARNATAKA
Gadag ,582203,GADAG,KARNATAKA
Gadag ,582204,GADAG,KARNATAKA
Gadag ,582116,GADAG,KARNATAKA
KOPPAL ,583231,KOPPAL,KARNATAKA
Gokak ,591307,BELAGAVI,KARNATAKA
Gokak ,591225,BELAGAVI,KARNATAKA
Gokak ,591227,BELAGAVI,KARNATAKA
Gokak ,591344,BELAGAVI,KARNATAKA
Gokak ,591340,BELAGAVI,KARNATAKA
Kalaburagi ,585101,KALABURAGI,KARNATAKA
YADGIRI ,585287,YADGIR,KARNATAKA
YADGIRI ,585215,YADGIR,KARNATAKA
Haveri ,581148,HAVERI,KARNATAKA
Haveri ,581212,HAVERI,KARNATAKA
Karwar ,581317,UTTARA KANNADA,KARNATAKA
Karwar ,581307,UTTARA KANNADA,KARNATAKA
Karwar ,581304,UTTARA KANNADA,KARNATAKA
